category	name	domain	price	renewal	premium	pork_error	fed_active	fed_dissolved	fed_total	fed_sample	fed_error
tech_general	Jovenrik	jovenrik.com	11.08	11.08	no		0	0	0		
tech_general	Jrovendel	jrovendel.com	11.08	11.08	no		0	0	0		
tech_general	Kalvto	kalvto.com	11.08	11.08	no		0	0	0		
tech_general	Karelvaris	karelvaris.com	11.08	11.08	no		0	0	0		
tech_general	Karenvor	karenvor.com	11.08	11.08	no		0	0	0		
tech_general	Karvanence	karvanence.com	11.08	11.08	no		0	0	0		
tech_general	Karvaris	karvaris.com	11.08	11.08	no		0	0	0		
tech_general	Karvatial	karvatial.com	11.08	11.08	no		0	0	0		
tech_general	Karvatier	karvatier.com	11.08	11.08	no		0	0	0		
tech_general	Karvbaxis	karvbaxis.com	11.08	11.08	no		0	0	0		
tech_general	Karvbonia	karvbonia.com	11.08	11.08	no		0	0	0		
tech_general	Karvdek	karvdek.com	11.08	11.08	no		0	0	0		
tech_general	Karvdord	karvdord.com	11.08	11.08	no		0	0	0		
tech_general	Karvdova	karvdova.com	11.08	11.08	no		0	0	0		
tech_general	Karvelron	karvelron.com	11.08	11.08	no		0	0	0		
tech_general	Karveska	karveska.com	11.08	11.08	no		0	0	0		
tech_general	Karvivity	karvivity.com	11.08	11.08	no		0	0	0		
tech_general	Karvmex	karvmex.com	11.08	11.08	no		0	0	0		
tech_general	Karvoria	karvoria.com	11.08	11.08	no		0	0	0		
tech_general	Karvtor	karvtor.com	11.08	11.08	no		0	0	0		
tech_general	Krelantha	krelantha.com	11.08	11.08	no		0	0	0		
tech_general	Krevelta	krevelta.com	11.08	11.08	no		0	0	0		
tech_general	Krovendel	krovendel.com	11.08	11.08	no		0	0	0		
tech_general	Lervadom	lervadom.com	11.08	11.08	no		0	0	0		
tech_general	Lrovendel	lrovendel.com	11.08	11.08	no		0	0	0		
tech_general	Lumanence	lumanence.com	11.08	11.08	no		0	0	0		
tech_general	Lumatial	lumatial.com	11.08	11.08	no		0	0	0		
tech_general	Lumatier	lumatier.com	11.08	11.08	no		0	0	0		
tech_general	Lumbaxis	lumbaxis.com	11.08	11.08	no		0	0	0		
tech_general	Lumbonia	lumbonia.com	11.08	11.08	no		0	0	0		
tech_general	Lumdek	lumdek.com	11.08	11.08	no		0	0	0		
tech_general	Lumdord	lumdord.com	11.08	11.08	no		0	0	0		
tech_general	Lumdova	lumdova.com	11.08	11.08	no		0	0	0		
tech_general	Lumeska	lumeska.com	11.08	11.08	no		0	0	0		
tech_general	Lumovaris	lumovaris.com	11.08	11.08	no		0	0	0		
tech_general	Lurmento	lurmento.com	11.08	11.08	no		0	0	0		
tech_general	Maranence	maranence.com	11.08	11.08	no		0	0	0		
tech_general	Maratial	maratial.com	11.08	11.08	no		0	0	0		
tech_general	Marbaxis	marbaxis.com	11.08	11.08	no		0	0	0		
tech_general	Marbonia	marbonia.com	11.08	11.08	no		0	0	0		
tech_general	Marderon	marderon.com	11.08	11.08	no		0	0	0		
tech_general	Mardord	mardord.com	11.08	11.08	no		0	0	0		
tech_general	Mariverth	mariverth.com	11.08	11.08	no		0	0	0		
tech_general	Marivity	marivity.com	11.08	11.08	no		0	0	0		
tech_general	Marovaris	marovaris.com	11.08	11.08	no		0	0	0		
tech_general	Marwright	marwright.com	11.08	11.08	no		0	0	0		
tech_general	Mrovendel	mrovendel.com	11.08	11.08	no		0	0	0		
tech_general	Nendrarik	nendrarik.com	11.08	11.08	no		0	0	0		
tech_general	Nordendros	nordendros.com	11.08	11.08	no		0	0	0		
tech_general	Norvanence	norvanence.com	11.08	11.08	no		0	0	0		
tech_general	Norvatial	norvatial.com	11.08	11.08	no		0	0	0		
tech_general	Norvatier	norvatier.com	11.08	11.08	no		0	0	0		
tech_general	Norvbaxis	norvbaxis.com	11.08	11.08	no		0	0	0		
tech_general	Norvbonia	norvbonia.com	11.08	11.08	no		0	0	0		
tech_general	Norvdek	norvdek.com	11.08	11.08	no		0	0	0		
tech_general	Norvdord	norvdord.com	11.08	11.08	no		0	0	0		
tech_general	Norvdova	norvdova.com	11.08	11.08	no		0	0	0		
tech_general	Norvelron	norvelron.com	11.08	11.08	no		0	0	0		
tech_general	Norvivity	norvivity.com	11.08	11.08	no		0	0	0		
tech_general	Norvmex	norvmex.com	11.08	11.08	no		0	0	0		
tech_general	Norvovaris	norvovaris.com	11.08	11.08	no		0	0	0		
tech_general	Norvtor	norvtor.com	11.08	11.08	no		0	0	0		
tech_general	Nrovendel	nrovendel.com	11.08	11.08	no		0	0	0		
tech_general	Olvanence	olvanence.com	11.08	11.08	no		0	0	0		
tech_general	Olvatial	olvatial.com	11.08	11.08	no		0	0	0		
tech_general	Olvatier	olvatier.com	11.08	11.08	no		0	0	0		
tech_general	Olvbaxis	olvbaxis.com	11.08	11.08	no		0	0	0		
tech_general	Olvbonia	olvbonia.com	11.08	11.08	no		0	0	0		
tech_general	Olvdek	olvdek.com	11.08	11.08	no		0	0	0		
tech_general	Olvdord	olvdord.com	11.08	11.08	no		0	0	0		
tech_general	Olvdova	olvdova.com	11.08	11.08	no		0	0	0		
tech_general	Olvendrum	olvendrum.com	11.08	11.08	no		0	0	0		
tech_general	Olverdon	olverdon.com	11.08	11.08	no		0	0	0		
tech_general	Olveska	olveska.com	11.08	11.08	no		0	0	0		
tech_general	Olvesta	olvesta.com	11.08	11.08	no		0	0	0		
tech_general	Olvivity	olvivity.com	11.08	11.08	no		0	0	0		
tech_general	Olvmex	olvmex.com	11.08	11.08	no		0	0	0		
tech_general	Olvovaris	olvovaris.com	11.08	11.08	no		0	0	0		
tech_general	Olvpath	olvpath.com	11.08	11.08	no		0	0	0		
tech_general	Olvridge	olvridge.com	11.08	11.08	no		0	0	0		
tech_general	Olvtor	olvtor.com	11.08	11.08	no		0	0	0		
tech_general	Olvwright	olvwright.com	11.08	11.08	no		0	0	0		
tech_general	Orovendel	orovendel.com	11.08	11.08	no		0	0	0		
tech_general	Orvelantha	orvelantha.com	11.08	11.08	no		0	0	0		ReadTimeout
tech_general	Pelmaron	pelmaron.com	11.08	11.08	no		0	0	0		
tech_general	Pelvarith	pelvarith.com	11.08	11.08	no		0	0	0		
tech_general	Pelvarum	pelvarum.com	11.08	11.08	no		0	0	0		
tech_general	Plenadron	plenadron.com	11.08	11.08	no		0	0	0		
tech_general	Plenanence	plenanence.com	11.08	11.08	no		0	0	0		
tech_general	Plenatial	plenatial.com	11.08	11.08	no		0	0	0		
tech_general	Plenatier	plenatier.com	11.08	11.08	no		0	0	0		
tech_general	Plenbaxis	plenbaxis.com	11.08	11.08	no		0	0	0		
tech_general	Plenbonia	plenbonia.com	11.08	11.08	no		0	0	0		
tech_general	Plendek	plendek.com	11.08	11.08	no		0	0	0		
tech_general	Plendord	plendord.com	11.08	11.08	no		0	0	0		
tech_general	Plendova	plendova.com	11.08	11.08	no		0	0	0		
tech_general	Pleneska	pleneska.com	11.08	11.08	no		0	0	0		
tech_general	Plenivity	plenivity.com	11.08	11.08	no		0	0	0		
tech_general	Plenmex	plenmex.com	11.08	11.08	no		0	0	0		
tech_general	Plenovaris	plenovaris.com	11.08	11.08	no		0	0	0		
tech_general	Plenvik	plenvik.com	11.08	11.08	no		0	0	0		
tech_general	Provendel	provendel.com	11.08	11.08	no		0	0	0		
tech_general	Qrovendel	qrovendel.com	11.08	11.08	no		0	0	0		
tech_general	Quintaroth	quintaroth.com	11.08	11.08	no		0	0	0		
tech_general	Quivendor	quivendor.com	11.08	11.08	no		0	0	0		
tech_general	Renvardel	renvardel.com	11.08	11.08	no		0	0	0		
tech_general	Resvanrik	resvanrik.com	11.08	11.08	no		0	0	0		
tech_general	Rrovendel	rrovendel.com	11.08	11.08	no		0	0	0		
tech_general	Solanence	solanence.com	11.08	11.08	no		0	0	0		
tech_general	Solatial	solatial.com	11.08	11.08	no		0	0	0		
tech_general	Solbaxis	solbaxis.com	11.08	11.08	no		0	0	0		
tech_general	Solbonia	solbonia.com	11.08	11.08	no		0	0	0		
tech_general	Solderon	solderon.com	11.08	11.08	no		0	0	0		
tech_general	Soldord	soldord.com	11.08	11.08	no		0	0	0		
tech_general	Solovaris	solovaris.com	11.08	11.08	no		0	0	0		
tech_general	Solwright	solwright.com	11.08	11.08	no		0	0	0		
tech_general	Sondervic	sondervic.com	11.08	11.08	no		0	0	0		
tech_general	Srovendel	srovendel.com	11.08	11.08	no		0	0	0		
tech_general	Stelanence	stelanence.com	11.08	11.08	no		0	0	0		
tech_general	Stelatial	stelatial.com	11.08	11.08	no		0	0	0		
tech_general	Stelatier	stelatier.com	11.08	11.08	no		0	0	0		
tech_general	Stelbaxis	stelbaxis.com	11.08	11.08	no		0	0	0		
tech_general	Stelbonia	stelbonia.com	11.08	11.08	no		0	0	0		
tech_general	Steldek	steldek.com	11.08	11.08	no		0	0	0		
tech_general	Steldord	steldord.com	11.08	11.08	no		0	0	0		
tech_general	Steldova	steldova.com	11.08	11.08	no		0	0	0		
tech_general	Steldron	steldron.com	11.08	11.08	no		0	0	0		
tech_general	Steleska	steleska.com	11.08	11.08	no		0	0	0		
tech_general	Stelesta	stelesta.com	11.08	11.08	no		0	0	0		
tech_general	Stelivity	stelivity.com	11.08	11.08	no		0	0	0		
tech_general	Stelmex	stelmex.com	11.08	11.08	no		0	0	0		
tech_general	Stelovaris	stelovaris.com	11.08	11.08	no		0	0	0		
tech_general	Stelpath	stelpath.com	11.08	11.08	no		0	0	0		
tech_general	Stelridge	stelridge.com	11.08	11.08	no		0	0	0		
tech_general	Stelwright	stelwright.com	11.08	11.08	no		0	0	0		
tech_general	Stradivor	stradivor.com	11.08	11.08	no		0	0	0		
tech_general	Tovaron	tovaron.com	11.08	11.08	no		0	0	0		
tech_general	Trendvaris	trendvaris.com	11.08	11.08	no		0	0	0		
tech_general	Trevandos	trevandos.com	11.08	11.08	no		0	0	0		
tech_general	Trevelta	trevelta.com	11.08	11.08	no		0	0	0		
tech_general	Trovendel	trovendel.com	11.08	11.08	no		0	0	0		
tech_general	Ulvenarith	ulvenarith.com	11.08	11.08	no		0	0	0		
tech_general	Urovendel	urovendel.com	11.08	11.08	no		0	0	0		
tech_general	Uvendrik	uvendrik.com	11.08	11.08	no		0	0	0		
tech_general	Vendanence	vendanence.com	11.08	11.08	no		0	0	0		
tech_general	Vendarith	vendarith.com	11.08	11.08	no		0	0	0		
tech_general	Vendaron	vendaron.com	11.08	11.08	no		0	0	0		
tech_general	Vendatial	vendatial.com	11.08	11.08	no		0	0	0		
