category	name	domain	whois_com	fed_active	fed_dissolved	fed_total	fed_sample	fed_error
two_word	Steelmere	steelmere.com	AVAILABLE	0	0	0		
two_word	Granitebay	granitebay.com	TAKEN	0	0	0		
two_word	Coppergrove	coppergrove.com	TAKEN	0	0	0		
two_word	Cleartide	cleartide.com	TAKEN	0	0	0		
two_word	Boldgrove	boldgrove.com	TAKEN	0	0	0		
two_word	Quietforge	quietforge.com	TAKEN	0	0	0		
two_word	Trustforge	trustforge.com	TAKEN	0	0	0		
two_word	Northpoint	northpoint.com	TAKEN	15	5	20	NORTHPOINT SOFTWARE CANADA INC. NORTHPOI (Dissolved for non-co)	
two_word	Eastpath	eastpath.com	TAKEN	0	0	0		
two_word	Westgrove	westgrove.com	TAKEN	1	0	1	Westgrove Design Ltd. (Active)	
two_word	Southbrook	southbrook.com	TAKEN	0	0	0		
two_word	Brightforge	brightforge.com	TAKEN	0	0	0		
two_word	Strongport	strongport.com	TAKEN	0	0	0		
two_word	Truepath	truepath.com	TAKEN	2	0	2	TruePath Healthcare  Corporation (Active)	
two_word	Steadyport	steadyport.com	TAKEN	0	0	0		
two_word	Quickforge	quickforge.com	TAKEN	0	0	0		
two_word	Stillgrove	stillgrove.com	TAKEN	0	0	0		
two_word	Cleargrove	cleargrove.com	TAKEN	0	0	0		
modern_startup	Quivox	quivox.com	TAKEN	0	0	0		
modern_startup	Lendara	lendara.com	TAKEN	0	0	0		
modern_startup	Solvara	solvara.com	TAKEN	0	0	0		
modern_startup	Vendara	vendara.com	TAKEN	0	0	0		
modern_startup	Marivox	marivox.com	TAKEN	0	0	0		
modern_startup	Cendora	cendora.com	TAKEN	0	0	0		
modern_startup	Pravara	pravara.com	TAKEN	0	0	0		
modern_startup	Norvara	norvara.com	TAKEN	0	0	0		
modern_startup	Caldara	caldara.com	TAKEN	0	0	0		
modern_startup	Velmara	velmara.com	TAKEN	0	0	0		
modern_startup	Solmara	solmara.com	TAKEN	0	0	0		
modern_startup	Quvara	quvara.com	TAKEN	0	0	0		
modern_startup	Lenvora	lenvora.com	TAKEN	0	0	0		
modern_startup	Marvara	marvara.com	TAKEN	0	0	0		
modern_startup	Pravora	pravora.com	TAKEN	0	0	0		
